e_cblp,e_cp,e_cparhdr,e_maxalloc,e_sp,e_lfanew,NumberOfSections,CreationYear,FH_char0,FH_char1,FH_char2,FH_char3,FH_char4,FH_char5,FH_char6,FH_char7,FH_char8,FH_char9,FH_char10,FH_char11,FH_char12,FH_char13,FH_char14,MajorLinkerVersion,MinorLinkerVersion,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfHeaders,CheckSum,Subsystem,OH_DLLchar0,OH_DLLchar1,OH_DLLchar2,OH_DLLchar3,OH_DLLchar4,OH_DLLchar5,OH_DLLchar6,OH_DLLchar7,OH_DLLchar8,OH_DLLchar9,OH_DLLchar10,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,sus_sections,non_sus_sections,packer,packer_type,E_text,E_data,E_file,fileinfo,class,CompressionRatio,CodeDensity
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,42390,4096,45056,1,1,1,4,0,0,0,4,0,1,381661,2,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.251488379430587,1.2519267769962052,6.851460851517456,1,0,2.690544350933081e-06,0.11020469661421899
144,3,4,65535,184,232,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,24336,4096,49152,0,1,1,6,1,6,1,5,0,1,101739,2,1,0,1,0,0,0,0,0,0,0,0,262144,4096,1048576,4096,1,1,3,0,NoPacker,6.512360031722437,5.913763911053445,6.154478570854733,1,0,1.4712806026365348e-05,0.6629001883239172
144,3,4,65535,184,248,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,31338,4096,32768,1,1,1,4,0,0,0,4,0,1,77528,3,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,4,1,Armadillov171,6.623072215096842,2.6072399362994494,5.777440669398432,0,0,1.9828680203045684e-05,0.5685279187817259
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,5428,4096,1458176,0,1,1,4,0,0,0,5,1,1,1704862,3,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,2,3,0,NoPacker,6.769123460381626,4.5331547690818255,6.809883417678352,1,0,6.030810203165935e-07,0.9115111280509869
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,505959,4096,507904,1,1,1,4,0,0,0,4,0,1,709860,2,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.514583177558852,2.2446934265829896,6.63652911860184,1,0,1.5477384445847726e-06,0.7797630102893652
144,3,4,65535,184,248,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,10,543627,4096,679936,1,1,1,4,0,0,0,4,0,1,870220,3,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,3,0,NoPacker,6.462277063283255,3.888891479086004,6.4478348212858725,0,0,1.2239063173148474e-06,0.8271648454940665
144,3,4,65535,184,128,3,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,8,0,327854,8192,335872,0,1,1,4,0,0,0,4,0,1,371366,3,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,2,1,NETDLLMicrosoft,5.763091915271603,0.0,5.631120946079744,0,0,2.9773246951219513e-06,0.9634146341463414
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,112795,4096,139264,1,1,1,6,2,6,2,5,1,1,171262,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.191165443405023,6.082347784625134,6.233752079314513,1,0,6.532190635451505e-06,0.862876254180602
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,34048,4096,36864,1,1,1,4,0,0,0,4,0,1,167814,2,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.450409651380259,0.4580206789007212,6.12855574385609,1,0,9.484786402610213e-06,0.31079748084073144
144,3,4,65535,184,288,6,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,110479,4096,118784,1,1,1,5,0,0,0,5,0,1,186054,2,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,2,4,0,NoPacker,6.440088004213889,7.916710630591417,6.817333713847251,0,0,5.7670126874279126e-06,0.6525490196078432
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,19165,4096,24576,1,1,1,6,2,6,2,6,1,1,42904,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.04371660483287,0.7004123303695889,5.770135514206331,1,0,4.0690104166666664e-05,0.6875
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,71552,4096,77824,1,1,1,6,2,6,2,6,2,1,359419,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.311102227389689,2.287298428367702,6.618136800793744,1,0,3.201844262295082e-06,0.22459016393442624
144,3,4,65535,184,264,6,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,28272,4096,69632,1,1,1,4,0,0,0,4,0,1,192052,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,2,4,0,NoPacker,6.0653379937954846,1.4040053479981969,6.157019129534571,0,0,7.368545154444707e-06,0.4829049752416883
144,3,4,65535,184,184,3,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,0,4096,4096,0,1,1,4,0,0,0,4,0,1,134664,2,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,2,0,NoPacker,1.7919419220656772,0.0,4.868927225692365,1,0,8.959288990825689e-06,0.0
80,2,4,65535,184,256,8,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,2,25,40000,4096,45056,1,1,1,1,0,6,0,4,0,1,11164718,2,0,0,0,0,0,0,0,1,0,0,0,1048576,16384,1048576,4096,1,4,4,0,NoPacker,0.0,0.0,7.999481688782872,1,0,8.9991310439064e-08,0.003409590769915257
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,10324,4096,12288,1,1,1,6,2,6,2,6,2,1,148592,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.704806953741436,0.2990509103346658,6.763182218619296,1,0,8.79786036036036e-06,0.06756756756756757
144,3,4,65535,184,256,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,97308,4096,110592,0,1,1,4,0,1,1,4,0,1,208583,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.366491224482594,5.130645880581584,6.269893197263786,1,0,5.792131967934757e-06,0.6138733144895974
144,3,4,65535,184,128,3,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,8,0,449470,8192,450560,1,1,1,4,0,0,0,4,0,1,574694,3,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,2,1,NETDLLMicrosoft,5.618785038098449,0.0,5.309149236682401,1,0,1.8495501893939394e-06,0.8181818181818182
144,3,4,65535,184,272,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,160096,4096,225280,1,1,1,5,0,0,0,5,0,1,347244,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.304847268475151,4.4746427808237925,6.489392076905964,0,0,3.2988493613427636e-06,0.7178296210281854
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,295807,4096,438272,1,1,1,5,1,0,0,5,1,1,1051173,2,1,0,1,0,0,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.488174319128064,4.876059274269101,6.554092531973451,1,0,9.566375338649686e-07,0.4119204689819846
80,2,4,65535,184,256,8,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,2,25,70588,4096,73728,1,1,1,5,0,6,0,5,0,1,2387311,2,0,0,0,0,0,0,0,1,0,0,0,1048576,16384,1048576,4096,1,1,7,0,NoPacker,6.391482648256755,2.2463128066611358,7.97634391123204,1,0,4.211732201219718e-07,0.027386367465211094
144,3,4,65535,184,288,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,1217034,4096,1318912,1,1,1,5,0,0,0,5,0,1,2309272,2,0,0,0,0,0,0,0,1,0,0,0,1048576,4096,1048576,4096,1,0,4,0,NoPacker,6.228346582511106,2.623022046399582,6.232374882447916,1,0,4.3315545082819325e-07,0.5679672881003535
144,3,4,65535,184,240,6,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,126865,4096,335872,1,1,1,5,0,0,0,5,0,1,3491948,3,1,0,1,0,0,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,5,0,NoPacker,5.976496098568788,2.5776562587646064,3.184624050152138,0,0,2.903843294677371e-07,0.09574784418673803
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,208622,4096,851968,0,1,1,6,1,6,1,6,1,1,979398,2,1,0,1,0,0,0,0,0,0,0,0,262144,4096,10240,4096,1,2,3,0,NoPacker,6.369397610939836,2.4585328588487463,6.416432679866665,1,0,1.0850694444444444e-06,0.92
144,3,4,65535,184,128,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,4,20,0,4096,65536,1,1,1,4,0,0,0,4,0,1,83773,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.428442670599464,1.8740140729258463,6.461424846954383,1,0,1.408768173109433e-05,0.8294827003268342
144,3,4,65535,184,280,4,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,374237,4096,905216,0,1,1,4,0,7,0,4,0,1,1104774,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,3,0,NoPacker,6.498611411987635,5.044956659841805,6.495282368652348,1,0,9.426278957528958e-07,0.8494208494208494
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,59912,4096,106496,1,1,1,4,0,0,0,4,0,1,173407,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.653271841332462,1.5254583591356343,6.201721583079922,1,0,6.238770213615492e-06,0.6388500698742264
144,3,4,65535,184,232,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,63060,4096,139264,0,1,1,6,1,6,1,6,1,1,167434,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,3,0,NoPacker,6.437834534159252,3.6625241819713774,6.456275157340077,1,0,6.853070175438597e-06,0.9087719298245615
144,3,4,65535,184,272,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,84093,4096,90112,1,1,1,4,0,0,0,4,0,1,160727,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.347595610853541,4.222456566678404,6.345261967300799,1,0,6.840693919991244e-06,0.5884091282219668
144,3,4,65535,184,184,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,0,4096,4096,1,1,1,4,0,0,0,4,0,1,33921,2,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,1,0,NoPacker,0.0,0.0,6.625489090688444,0,0,7.449344457687723e-05,0.0
144,3,4,65535,184,128,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,36542,8192,40960,1,1,1,4,0,0,0,4,0,1,77997,3,1,0,1,0,1,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,2,1,NETDLLMicrosoft,5.815556444132092,0.0,6.044109839661982,0,0,2.6824034334763947e-05,0.769098712446352
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,50946,4096,57344,1,1,1,6,2,6,2,6,2,1,164139,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.359275288949183,0.372395714397433,6.8804952423241055,1,0,7.512019230769231e-06,0.38076923076923075
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,135482,4096,143360,1,1,1,6,2,6,2,6,2,1,177933,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.108948220168769,2.017095981994854,6.163366445647243,1,0,6.180775316455696e-06,0.8481012658227848
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,5214,4096,8192,1,1,1,6,2,6,2,6,2,1,116679,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.776509686082446,0.2990509103346658,6.399502884842343,1,0,9.765625e-06,0.025
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,75606,4096,90112,1,1,1,6,2,6,2,6,2,1,111922,3,1,0,1,0,0,0,0,1,0,0,0,262144,65536,1048576,4096,1,1,4,0,NoPacker,5.945833766127321,4.107679558610994,6.138627932049551,1,0,9.084302325581395e-06,0.7813953488372093
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,72371,4096,139264,1,1,1,5,0,0,0,5,0,1,213212,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.612709197494088,3.793889256693281,6.536336818613687,1,0,5.320960326919802e-06,0.7192235654690958
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,968023,4096,1056768,1,1,1,6,2,6,2,6,2,1,1205779,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.045401788024861,5.240005883795868,6.162590774089456,1,0,8.692145082331998e-07,0.9127725856697819
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,56184,4096,69632,1,1,1,6,2,6,2,6,2,1,148007,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.259904374961463,2.191539800590537,5.658719590704912,1,0,7.939532520325204e-06,0.5040650406504065
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,143779,4096,208896,1,1,1,4,0,0,0,4,0,1,2062011,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.239211982910844,1.935001162178941,5.284096695071986,0,0,4.918994006697702e-07,0.10074099725716894
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,5217,4096,8192,1,1,1,6,2,6,2,6,2,1,83431,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.774470819258284,0.2990509103346658,7.1561638811746535,1,0,1.2283805031446542e-05,0.031446540880503145
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,21032,4096,61440,1,1,1,5,0,0,0,4,0,1,125325,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.658318428408518,2.390039997503368,6.375220049636785,0,0,1.2131211180124223e-05,0.6956521739130435
144,3,4,65535,184,296,9,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,240048,4096,266240,1,1,1,4,0,0,0,4,0,1,448744,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,5,4,0,NoPacker,6.4493614464092826,6.955327471915666,6.664712771070422,1,0,2.2577848421356837e-06,0.5918647496568167
144,3,4,65535,184,248,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,38725,4096,245760,1,1,1,6,2,6,2,6,2,1,309109,2,1,0,1,0,0,0,0,1,0,0,0,262144,12288,1048576,4096,1,2,4,0,NoPacker,6.581971024489016,0.5528222029726498,6.496625655584041,1,0,3.3329778156996587e-06,0.7918088737201365
144,3,4,65535,184,336,10,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,650715,4096,851968,0,1,1,4,0,4,0,4,0,1,1071263,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,6,4,1,Armadillov1xxv2xx,6.677243032431407,5.608783796562484,6.763259392446702,1,0,9.384384384384384e-07,0.7956756756756757
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,391793,4096,421888,1,1,1,6,2,6,2,6,2,1,473103,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.274268694207757,4.053236511834969,6.300998676599144,1,0,2.146291208791209e-06,0.8967032967032967
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,117482,4096,135168,1,1,1,5,0,4,71,5,0,1,248798,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.355353237381102,4.04722716693592,6.412983639356072,0,0,5.139802631578947e-06,0.6605263157894737
144,3,4,65535,184,288,8,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,997233,4096,6197248,1,1,1,5,0,0,0,5,0,1,6787454,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,4,4,0,NoPacker,6.560083827576954,5.781807768702783,6.57607474860401,1,0,1.4813199627418404e-07,0.9169489074969011
144,3,4,65535,184,184,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,4096,4096,1,1,1,6,1,6,1,5,0,1,53942,2,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,1,0,NoPacker,0.0,0.0,3.4938541075265106,1,0,0.00013950892857142856,0.0
144,3,4,65535,184,240,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,8729,4096,49152,1,1,1,4,0,0,0,4,0,1,101691,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,4,0,NoPacker,6.577716057850991,2.362702610196851,6.409334730382665,1,0,1.2760310330747244e-05,0.5749285422621478
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,755419,4096,761856,1,1,1,4,0,0,0,4,0,1,913263,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.590469095834213,5.096522081729146,6.70358152886319,1,0,1.1408440420560747e-06,0.8644859813084113
144,3,4,65535,184,232,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,45516,4096,65536,1,1,1,4,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,4,1,InstallShieldCustom,6.393359059659751,4.580251532134818,7.93047278032582,1,0,1.6357405381815374e-07,0.009631240288812893
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,18880,4096,20480,1,1,1,6,2,6,2,6,2,1,57608,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.232949570851483,5.541257561164782,6.158367078350821,1,0,3.985969387755102e-05,0.6530612244897959
144,3,4,65535,184,264,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1346459,4096,1740800,1,1,1,4,0,0,0,4,0,1,2578628,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,2,4,0,NoPacker,6.644347806995493,6.090893646931898,6.494234127996034,1,0,3.965949940193475e-07,0.688565055856439
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,1315140,4096,1638400,1,1,1,5,0,0,0,5,0,1,2641838,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.319500623018821,4.365630327811598,6.526678440558808,1,0,3.815698700220395e-07,0.6234058010830479
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,9575,4096,12288,1,1,1,6,2,6,2,6,2,1,47337,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.8977080975941885,1.243752404670305,5.294054977271244,1,0,4.5421511627906976e-05,0.3488372093023256
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,6051,4096,8192,1,1,1,6,2,6,2,6,0,1,38253,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.56096405153092,0.3560212175255742,4.972176476878885,1,0,9.300595238095238e-05,0.38095238095238093
144,3,4,65535,184,128,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,5596158,8192,5603328,1,1,1,4,0,0,0,4,0,1,5649107,2,1,0,1,0,1,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,2,0,NoPacker,6.233697363947283,0.0,6.242974215560258,0,0,1.785010481581548e-07,0.9975495376108848
144,3,4,65535,184,128,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,25902,8192,32768,1,1,1,4,0,0,0,4,0,1,0,3,1,0,1,0,1,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,2,1,NETDLLMicrosoft,5.106081379492259,0.0,3.671587223860093,0,0,3.0517578125e-05,0.625
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,35742,4096,40960,1,1,1,6,2,6,2,6,2,1,44020,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.24891942004057,0.5396213713893445,6.220870459469518,1,0,2.3251488095238094e-05,0.7738095238095238
144,3,4,65535,184,224,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,4096,4096,819200,1,1,1,0,0,0,0,1,0,1,951987,16,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,4,4,0,NoPacker,6.619868328861649,5.198610691148262,6.6549848699286525,1,0,1.06447300070681e-06,0.8611160786517811
144,3,4,65535,184,240,5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,21867,4096,24576,1,1,1,5,0,0,0,5,0,1,122911,2,1,0,1,0,0,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.277690535995271,2.309008043762852,5.601572583768197,1,0,1.1093361732339368e-05,0.22719204827831027
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,53044,4096,57344,1,1,1,6,2,6,2,6,2,1,135533,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.376884012076311,3.691776468451689,6.235715512713919,1,0,1.3851950354609929e-05,0.7021276595744681
144,3,4,65535,184,272,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,81221,4096,86016,0,1,1,4,0,0,0,4,0,1,192652,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.536158141897367,2.8998344870591635,6.493772826247612,1,0,6.310263011762331e-06,0.5169367459235701
144,3,4,65535,184,264,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,29757,4096,98304,1,1,1,4,0,0,0,4,0,1,121035,2,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,3,0,NoPacker,5.973385988684978,1.5208118003265187,5.4832878491889865,1,0,1.781895937277263e-05,0.5838916607270136
144,3,4,65535,184,168,3,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,0,0,4096,4096,0,1,1,4,0,7,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,2,0,NoPacker,0.2539286520793574,0.0,3.0869038699250235,1,0,2.44140625e-05,0.0
144,3,4,65535,184,200,3,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,7,10,22898,8192,40960,0,1,1,5,2,5,2,4,0,1,4633399,2,0,0,0,0,1,0,0,1,0,0,0,262144,8192,1048576,4096,1,0,3,0,NoPacker,6.583408467837295,0.5134905185915475,7.999019870831082,1,0,2.181173506245136e-07,0.006812241094704808
144,3,4,65535,184,184,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,4096,4096,1,1,1,6,1,6,1,5,0,1,25829,2,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,1,0,NoPacker,0.0,0.0,3.58455019215688,1,0,0.00027901785714285713,0.0
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,589536,4096,753664,1,1,1,5,1,0,0,5,1,1,2568697,2,0,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.512242673845567,5.5315030281761945,5.491753799348921,1,0,3.922208485776503e-07,0.2931929287287652
80,2,4,65535,184,256,8,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,2,25,70588,4096,73728,1,1,1,5,0,6,0,5,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1048576,16384,1048576,4096,1,1,7,0,NoPacker,6.391482648256755,2.2463128066611358,7.997807250090037,1,0,8.775665640820605e-08,0.005706288826287191
144,3,4,65535,184,192,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,0,4096,4096,1,1,1,4,0,0,0,4,0,1,59484,2,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,1,0,NoPacker,0.0,0.0,5.90729406492033,1,0,6.271951831409934e-05,0.0
144,3,4,65535,184,128,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,4,20,0,4096,4096,0,1,1,4,0,0,0,4,0,0,102569,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,1,0,NoPacker,0.0,0.0,3.849909392036559,1,0,1.560159760359461e-05,0.0
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,67216,4096,77824,1,1,1,6,2,6,2,6,2,1,138057,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.376327576040786,1.7541062735855628,6.490903288368591,1,0,1.2361550632911392e-05,0.8291139240506329
144,3,4,65535,184,280,6,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,1254979,4096,1507328,1,1,1,5,1,0,0,5,1,1,2273890,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,5,0,NoPacker,6.647920838434871,1.5698434408838386,6.218766261660576,0,0,4.4851577160859286e-07,0.6728454199363466
